"MPRL table v3.0"
"TableName";;"RHS"
"TableID";"08a6f5f1-45bc-4387-92d3-0108e03b2d46"
"TableType";"CrossSection"
"Group";"#LNG006"
"TableParam1";"RectangularHollow"
"TableParam2";""
"TableParam3";""
;;
"Header";"ElementID";"B";"D";"t";"r1";"Fabrication";"A";"ry";"rz";"Iy";"Iz";"Wely";"Welz";"Iyz";"It";"y0";"z0";"Wply";"Wplz";"Iw";"Avy";"Avz"
"Unit";;"mm";"mm";"mm";"mm";;"m2";"m";"m";"m4";"m4";"m3";"m3";"m4";"m4";"m";"m";"m3";"m3";"m6";"m2";"m2"
"UnitCoeff";;0,001;0,001;0,001;0,001;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Data"
"RHS250/100/10.0";"{e55472ae-0dd9-44c1-a84c-8f5b235ffc5e}";100;250;10;15;1;0,00649;0,0853976468608372;0,0406419974516104;4,733E-05;1,072E-05;0,000379;0,000214;3,16790322273108E-19;2,908E-05;0;0;0,00048344825;0,0002488244375;9,11458333333334E-08;0,00185428571428571;0,00463571428571429
"RHS250/100/12.5";"{813f8b81-7b10-4d75-8e1e-a93edf6118f6}";100;250;12,5;18,75;1;0,00796;0,0840405501549803;0,0395483293169104;5,622E-05;1,245E-05;0,00045;0,000249;-1,59242194083808E-19;3,436E-05;0;0;0,0005805475;0,00029597903125;1,13932291666667E-07;0,00227428571428571;0,00568571428571429
"RHS250/100/16.0";"{ff0dfd2d-6df3-4d98-ab67-8cb101d90886}";100;250;16;24;1;0,0099;0,0821798962857423;0,0380456928899284;6,686E-05;1,433E-05;0,000535;0,000287;1,27054942088145E-21;4,05E-05;0;0;0,0007013270625;0,00035269009375;1,45833333333333E-07;0,00282857142857143;0,00707142857142857
"RHS250/150/5.0";"{e97dd650-5fb6-4228-a4a1-61747d90e5ab}";150;250;5;7,5;1;0,00387;0,0931781655895611;0,0628150971829904;3,36E-05;1,527E-05;0,000269;0,000204;1,28749007982654E-19;3,278E-05;0;0;0,000322436;0,000227082015625;1,171875E-07;0,00145125;0,00241875
"RHS250/150/6.3";"{8738a4d0-f8a1-4145-ad17-0862209ef34b}";150;250;6,30000019073486;9,44999980926514;1;0,00484;0,0925198214188284;0,0622245998496277;4,143E-05;1,874E-05;0,000331;0,00025;2,16840434497101E-19;4,054E-05;0;0;0,00039941115625;0,0002807871875;1,47656254470348E-07;0,001815;0,003025
"RHS250/150/8.0";"{aa69d02e-70d2-4fa5-86d9-f637dfc3f8fa}";150;250;8;12;1;0,00608;0,0916856041044612;0,0614784943143364;5,111E-05;2,298E-05;0,000409;0,000306;3,3881317890172E-20;5,021E-05;0;0;0,00049589859375;0,0003477924375;1,875E-07;0,00228;0,0038
"RHS250/150/10.0";"{d87bcf72-175d-40de-8994-e4fa1dda3ff2}";150;250;10;15;1;0,00749;0,0907909172450946;0,0606484760748386;6,174E-05;2,755E-05;0,000494;0,000367;1,6940658945086E-19;6,09E-05;0;0;0,00060344825;0,000422032375;2,34375E-07;0,00280875;0,00468125
"RHS250/150/12.5";"{deef9e58-038a-42ab-a4df-79fb71cf1eb0}";150;250;12,5;18,75;1;0,00921;0,089557968658693;0,0595404040773839;7,387E-05;3,265E-05;0,000591;0,000435;-1,02660393207221E-18;7,326E-05;0;0;0,000728985;0,0005080226875;2,9296875E-07;0,00345375;0,00575625
"RHS250/150/16.0";"{e6c5f60b-75a3-4b76-98c8-045e210a925c}";150;250;16;24;1;0,0115;0,0878684787919843;0,0580329741350254;8,879E-05;3,873E-05;0,00071;0,000516;-9,50370966819325E-19;8,868E-05;0;0;0,0008885270625;0,0006161024375;3,75E-07;0,0043125;0,0071875
"RHS260/140/6.3";"{7ba73395-b532-4004-880a-2378ebc7a512}";140;260;6,30000019073486;9,44999980926514;1;0,00484;0,0948574397941328;0,0585640851214779;4,355E-05;1,66E-05;0,000335;0,000237;2,86297136171954E-19;3,803E-05;0;0;0,0004078085625;0,0002654598125;1,39120804211934E-07;0,001694;0,003146
"RHS260/140/8.0";"{a8ea8556-a3c6-4243-9ee1-0db9cfea8695}";140;260;8;12;1;0,00608;0,0940062287969876;0,0578109441469165;5,373E-05;2,032E-05;0,000413;0,00029;-1,86347248395946E-20;4,704E-05;0;0;0,0005063091875;0,0003285818125;1,76661333333333E-07;0,002128;0,003952
"RHS260/140/10.0";"{2f6b2e0c-5072-4de5-8fbb-c79e7a6634c0}";140;260;10;15;1;0,00749;0,0930853721878674;0,0569824182942383;6,49E-05;2,432E-05;0,000499;0,000347;2,87991202066462E-20;5,698E-05;0;0;0,0006160898125;0,00039839078125;2,20826666666667E-07;0,0026215;0,0048685
"RHS260/140/12.5";"{3f64b40f-3a86-48b2-9d1a-5297bdfb356a}";140;260;12,5;18,75;1;0,00921;0,0918325909233771;0,055881058734589;7,767E-05;2,876E-05;0,000597;0,000411;2,57498015965307E-19;6,841E-05;0;0;0,0007442061875;0,0004790514375;2,76033333333333E-07;0,0032235;0,0059865
"RHS260/140/16.0";"{59970299-f1be-4d21-b953-257c4d2ddddf}";140;260;16;24;1;0,0115;0,0901062175145678;0,0543739067856121;9,337E-05;3,4E-05;0,000718;0,000486;-6,37815809282488E-19;8,257E-05;0;0;0,0009069695;0,0005800599375;3,53322666666667E-07;0,004025;0,007475
"RHS300/100/6.3";"{f0b2da58-16e9-457e-8dba-54ba1ed0b1a3}";100;300;6,30000019073486;9,44999980926514;1;0,00484;0,102761458511311;0,0428817324184391;5,111E-05;8,9E-06;0,000341;0,000178;-1,35525271560688E-20;2,504E-05;0;0;0,00043509815625;0,00019785021875;9,4500002861023E-08;0,00121;0,00363
"RHS300/100/8.0";"{0bf7f2e5-61db-4cea-a8b1-2bd83c52a751}";100;300;8;12;1;0,00608;0,101833519969967;0,0421073190287564;6,305E-05;1,078E-05;0,00042;0,000216;5,9292306307801E-20;3,069E-05;0;0;0,0005399516875;0,00024373934375;1,2E-07;0,00152;0,00456
"RHS300/100/10.0";"{49ebdee1-75b6-4e4a-bd14-747ef59e935e}";100;300;10;15;1;0,00749;0,100817751207868;0,0412585711449621;7,613E-05;1,275E-05;0,000508;0,000255;2,5410988417629E-21;3,676E-05;0;0;0,0006566561875;0,0002938244375;1,5E-07;0,0018725;0,0056175
"RHS300/100/12.5";"{0a1a1e5b-45d2-437e-a175-1e38134333f9}";100;300;12,5;18,75;1;0,00921;0,099417412623151;0,0401679427714806;9,103E-05;1,486E-05;0,000607;0,000297;8,470329472543E-22;4,35E-05;0;0;0,000792591125;0,00035066653125;1,875E-07;0,0023025;0,0069075
"RHS300/100/16.0";"{cd1f1faa-14ed-4ed2-9a7f-7beff0c575dd}";100;300;16;24;1;0,0115;0,0974902447739616;0,0386624185572456;0,0001093;1,719E-05;0,000729;0,000344;-1,0545560193316E-19;5,138E-05;0;0;0,000964739375;0,00041989009375;2,4E-07;0,002875;0,008625
"RHS300/200/6.3";"{1c4eca5e-26d8-4b2a-834a-db2d433c9e4d}";200;300;6,30000019073486;9,44999980926514;1;0,0061;0,113289126704676;0,0829082052139792;7,829E-05;4,193E-05;0,000522;0,000419;1,15196480826585E-18;8,476E-05;0;0;0,000620129125;0,0004700051875;4,72500014305115E-07;0,00244;0,00366
"RHS300/200/8.0";"{2488b3e5-67b8-47d0-8b3e-e5ba8c2bc542}";200;300;8;12;1;0,00768;0,11248263754909;0,0821583836257749;9,717E-05;5,184E-05;0,000648;0,000518;-1,49077798716757E-19;0,0001056;0;0;0,0007735516875;0,0005854455;6E-07;0,003072;0,004608
"RHS300/200/10.0";"{4bdef3b8-eea2-4955-b84e-7afda3f49273}";200;300;10;15;1;0,00949;0,111602939104935;0,0813350146946849;0,0001182;6,278E-05;0,000788;0,000628;1,89735380184963E-19;0,0001291;0;0;0,0009466561875;0,0007152403125;7,5E-07;0,003796;0,005694
"RHS300/200/12.5";"{5eea7b1f-6f34-42d8-bb3d-71295abd9bba}";200;300;12,5;18,75;1;0,0117;0,110438132891593;0,0802613253184891;0,0001427;7,537E-05;0,000952;0,000754;2,90024081139872E-18;0,0001568;0;0;0,001151966125;0,0008685038125;9,375E-07;0,00468;0,00702
"RHS300/200/16.0";"{42795052-fe54-45bd-9b55-c80847a00ea1}";200;300;16;24;1;0,0147;0,108765490725639;0,0787184771159591;0,0001739;9,109E-05;0,001159;0,000911;-3,150962563786E-19;0,0001925;0;0;0,001419139375;0,00106671475;1,2E-06;0,00588;0,00882
"RHS300/250/6.3";"{75eae0ea-407a-41df-ada4-df5868ebc807}";250;300;6,30000019073486;9,44999980926514;1;0,00673;0,116843070484974;0,101621328972951;9,188E-05;6,95E-05;0,000613;0,000556;9,48676900924816E-19;0,0001216;0;0;0,0007126446875;0,0006297076875;8,12109399586916E-07;0,00305909090909091;0,00367090909090909
"RHS300/250/8.0";"{9796b8c0-b121-4aa7-afb1-d7ef59316373}";250;300;8;12;1;0,00848;0,116047322813047;0,10086302125459;0,0001142;8,627E-05;0,000761;0,00069;3,52365706057789E-19;0,0001519;0;0;0,0008903516875;0,0007862985625;1,03125E-06;0,00385454545454545;0,00462545454545454
"RHS300/250/10.0";"{a54b65e3-c278-41ea-a20c-708023bbef59}";250;300;10;15;1;0,0105;0,115139666740628;0,1;0,0001392;0,000105;0,000928;0,00084;1,0842021724855E-19;0,0001862;0;0;0,001091656125;0,00096344825;1,2890625E-06;0,00477272727272727;0,00572727272727273
"RHS300/250/12.5";"{d8e77704-a295-49e8-87f5-b9d5d00390a4}";250;300;12,5;18,75;1;0,013;0,113882530570895;0,0987615621274095;0,0001686;0,0001268;0,001124;0,001014;1,28749007982654E-19;0,0002271;0;0;0,001331653625;0,0011742975;1,611328125E-06;0,00590909090909091;0,00709090909090909
"RHS300/250/16.0";"{85d93d8c-81f8-47c5-85fb-c6be6ab58358}";250;300;16;24;1;0,0163;0,112473582447018;0,0973892323446854;0,0002062;0,0001546;0,001375;0,001237;-9,39867758273372E-18;0,0002806;0;0;0,001646339375;0,001450127;2,0625E-06;0,00740909090909091;0,00889090909090909
"RHS350/150/6.3";"{7ce98459-198b-4955-a1b0-251978fdc91d}";150;350;6,30000019073486;9,44999980926514;1;0,0061;0,124670056352035;0,0643377359120997;9,481E-05;2,525E-05;0,000542;0,000337;-9,48676900924816E-20;6,389E-05;0;0;0,000671566125;0,00037131821875;3,61757823452354E-07;0,00183;0,00427
"RHS350/150/8.0";"{38cf6ed9-77cb-4065-893d-35ffcf138f2f}";150;350;8;12;1;0,00768;0,123796287639547;0,0635843435917994;0,0001177;3,105E-05;0,000673;0,000414;-1,4975542507456E-18;7,926E-05;0;0;0,00083760475;0,0004613924375;4,59375E-07;0,002304;0,005376
"RHS350/150/10.0";"{f63899f3-0058-4e79-a149-bcf2269ee369}";150;350;10;15;1;0,00949;0,122839602597372;0,0627521258125466;0,0001432;3,737E-05;0,000818;0,000498;4,06575814682064E-20;9,633E-05;0;0;0,001024864125;0,000562032375;5,7421875E-07;0,002847;0,006643
"RHS350/150/12.5";"{b43599be-c926-4719-a254-5b304f7bf372}";150;350;12,5;18,75;1;0,0117;0,12159903283466;0,0616718639528497;0,000173;4,45E-05;0,000988;0,000593;1,35525271560688E-18;0,0001162;0;0;0,00124682225;0,0006798976875;7,177734375E-07;0,00351;0,00819
"RHS350/150/16.0";"{2d8f3093-e52b-4b30-9ece-cbcb9b068d51}";150;350;16;24;1;0,0147;0,11975030711619;0,0601415563709578;0,0002108;5,317E-05;0,001205;0,000709;-1,43995601033231E-18;0,0001412;0;0;0,00153535175;0,0008305024375;9,1875E-07;0,00441;0,01029
"RHS350/250/8.0";"{2aefefbd-864d-45f4-89da-1406db962f62}";250;350;8;12;1;0,00928;0,133140125820311;0,102753051804666;0,0001645;9,798E-05;0,00094;0,000784;2,98155597433514E-19;0,0001903;0;0;0,00111120475;0,0008830985625;1,53125E-06;0,00386666666666667;0,00541333333333333
"RHS350/250/10.0";"{1e527a81-b748-43bd-ae5e-0775b4da0bcf}";250;350;10;15;1;0,0115;0,132205373830133;0,101895086710068;0,000201;0,0001194;0,001149;0,000955;-1,0842021724855E-19;0,0002335;0;0;0,001364864125;0,00108344825;1,9140625E-06;0,00479166666666667;0,00670833333333333
"RHS350/250/12.5";"{099e4163-bf98-4a43-a2ae-efdfa61dd11c}";250;350;12,5;18,75;1;0,0142;0,131138030710361;0,100841529562512;0,0002442;0,0001444;0,001395;0,001156;1,35525271560688E-20;0,0002853;0;0;0,00166869725;0,001322735;2,392578125E-06;0,00591666666666667;0,00828333333333333
"RHS350/250/16.0";"{d25e7549-0749-400f-8b0b-389acadc7a04}";250;350;16;24;1;0,0179;0,129481130395481;0,0992992205182434;0,0003001;0,0001765;0,001715;0,001412;1,3389896830196E-17;0,0003533;0;0;0,00206975175;0,001637327;3,0625E-06;0,00745833333333333;0,0104416666666667
"RHS400/120/6.3";"{ad21eb80-76fe-450a-859e-2afb6c47f0af}";120;400;6,30000019073486;9,44999980926514;1;0,00635;0,136260519351198;0,052406647411501;0,0001179;1,744E-05;0,00059;0,000291;5,42101086242752E-20;5,039E-05;0;0;0,0007568593125;0,00031887221875;3,14496009521484E-07;0,00146538461538462;0,00488461538461538
"RHS400/120/8.0";"{458e6e22-1119-488e-bcde-ce6d12cbc15c}";120;400;8;12;1;0,008;0,135277492584687;0,0516478460344669;0,0001464;2,134E-05;0,000732;0,000356;-6,7762635780344E-21;6,218E-05;0;0;0,0009443778125;0,0003952805625;3,9936E-07;0,00184615384615385;0,00615384615384615
"RHS400/120/10.0";"{7580f24b-0191-4683-9d03-257d297b4da1}";120;400;10;15;1;0,00989;0,134269547648313;0,0507875290218534;0,0001783;2,551E-05;0,000891;0,000425;1,01643953670516E-20;7,509E-05;0;0;0,001156072;0,000480107625;4,992E-07;0,00228230769230769;0,00760769230769231
"RHS400/120/12.5";"{bab02df4-ccb3-4550-a62b-f81008e5b89a}";120;400;12,5;18,75;1;0,0122;0,132905735114138;0,0496957959101929;0,0002155;3,013E-05;0,001078;0,000502;-2,03287907341032E-20;8,98E-05;0;0;0,001407303375;0,000578609;6,24E-07;0,00281538461538461;0,00938461538461538
"RHS400/150/6.3";"{0006648c-d117-4911-8595-9d6286ab39fe}";150;400;6,30000019073486;9,44999980926514;1;0,00673;0,140313806657726;0,0650865237362189;0,0001325;2,851E-05;0,000663;0,00038;-1,0842021724855E-19;7,595E-05;0;0;0,000831268625;0,00041658371875;5,19750015735626E-07;0,00183545454545455;0,00489454545454545
"RHS400/150/8.0";"{6abfa3c8-b6d1-43f2-ab76-d181960a921a}";150;400;8;12;1;0,00848;0,1394480359022;0,0643270681604036;0,0001649;3,509E-05;0,000824;0,000468;-5,42101086242752E-20;9,424E-05;0;0;0,0010384578125;0,0005181924375;6,6E-07;0,00231272727272727;0,00616727272727273
"RHS400/150/10.0";"{e5cb8d5e-9713-44d6-9e6a-b95d59b25414}";150;400;10;15;1;0,0105;0,138392127494236;0,0634485168125646;0,0002011;4,227E-05;0,001006;0,000564;0;0,0001146;0;0;0,001273072;0,000632032375;8,25E-07;0,00286363636363636;0,00763636363636364
"RHS400/150/12.5";"{ef9461b2-c3f3-4b32-ad13-12da1a2ccbc1}";150;400;12,5;18,75;1;0,013;0,136916594487863;0,0622834710756455;0,0002437;5,043E-05;0,001218;0,000672;4,13352078260099E-19;0,0001383;0;0;0,001552615875;0,0007658351875;1,03125E-06;0,00354545454545455;0,00945454545454545
"RHS400/150/16.0";"{d19013d3-f310-455e-94e1-2a904cc07d84}";150;400;16;24;1;0,0163;0,135302433334577;0,0608629154619429;0,0002984;6,038E-05;0,001492;0,000805;-7,28448334638698E-19;0,0001683;0;0;0,001918764;0,0009377024375;1,32E-06;0,00444545454545454;0,0118545454545455
"RHS400/200/6.3";"{fb0b6b08-529a-409e-b3cc-ceda5e4658f4}";200;400;6,30000019073486;9,44999980926514;1;0,00736;0,146053146967569;0,0854654773934304;0,000157;5,376E-05;0,000785;0,000538;-3,25260651745651E-19;0,0001261;0;0;0,000955284125;0,0005920361875;1,00800003051758E-06;0,00245333333333333;0,00490666666666667
"RHS400/200/8.0";"{edb05f87-3ecf-4e98-ba3f-0da234bf15fb}";200;400;8;12;1;0,00928;0,145181218506033;0,0847155483835821;0,0001956;6,66E-05;0,000978;0,000666;-2,43945488809238E-19;0,0001573;0;0;0,001195257875;0,0007390455;1,28E-06;0,00309333333333333;0,00618666666666667
"RHS400/200/10.0";"{331f3c3e-cf0b-415c-ac58-db6ea5ec73a7}";200;400;10;15;1;0,0115;0,144191901117317;0,0838425024518669;0,0002391;8,084E-05;0,001196;0,000808;-2,16840434497101E-19;0,0001926;0;0;0,001468072;0,0009052403125;1,6E-06;0,00383333333333333;0,00766666666666667
"RHS400/200/12.5";"{22a8129c-5d68-489e-a9a3-028ebb2b5176}";200;400;12,5;18,75;1;0,0142;0,14305519470608;0,082811511753338;0,0002906;9,738E-05;0,001453;0,000974;1,28749007982654E-18;0,0002344;0;0;0,001794803375;0,001102878875;2E-06;0,00473333333333333;0,00946666666666666
"RHS400/200/16.0";"{92253ee7-786a-4875-be98-6e7551f2ebc3}";200;400;16;24;1;0,0179;0,14130279702443;0,0812610112865159;0,0003574;0,0001182;0,001787;0,001182;-9,21571846612679E-19;0,0002887;0;0;0,002225964;0,00136111475;2,56E-06;0,00596666666666667;0,0119333333333333
"RHS400/300/8.0";"{5b3a3ae9-5b8b-4d2c-9837-cc667af8a409}";300;400;8;12;1;0,0109;0,153581105489259;0,123184057112134;0,0002571;0,0001654;0,001285;0,001103;-1,62630325872826E-19;0,0003101;0;0;0,001508857875;0,001240751625;3,36E-06;0,00467142857142857;0,00622857142857143
"RHS400/300/10.0";"{c375b570-8424-4cca-8614-63472eddb004}";300;400;10;15;1;0,0135;0,152801008334854;0,122413990969926;0,0003152;0,0002023;0,001576;0,001349;2,38524477946811E-18;0,0003818;0;0;0,001858072;0,001526656125;4,2E-06;0,00578571428571429;0,00771428571428572
"RHS400/300/12.5";"{6fc2fd7f-7392-460d-85c8-097c1fd49027}";300;400;12,5;18,75;1;0,0167;0,151736456053937;0,12139409765762;0,0003845;0,0002461;0,001923;0,001641;-4,14707330975705E-18;0,0004681;0;0;0,0022791785;0,001870716125;5,25E-06;0,00715714285714286;0,00954285714285714
"RHS400/300/16.0";"{944f4457-8b91-4a69-a505-3e19fc0ba7a1}";300;400;16;24;1;0,0211;0,150102650500262;0,119853781375277;0,0004754;0,0003031;0,002377;0,002021;3,25260651745651E-19;0,000582899968;0;0;0,002840364;0,0023279395;6,72E-06;0,00904285714285714;0,0120571428571429
"RHS450/250/8.0";"{c2528f46-a38d-4e62-a908-8e13617b78d8}";250;450;8;12;1;0,0109;0,166121432317535;0,105534897919594;0,0003008;0,0001214;0,001337;0,000971;-1,0842021724855E-19;0,0002708;0;0;0,001612910875;0,001076698625;2,953125E-06;0,00389285714285714;0,00700714285714286
"RHS450/250/10.0";"{048deb7d-5bbb-43eb-8d8f-04bd96205abb}";250;450;10;15;1;0,0135;0,165305553221681;0,104774890970011;0,0003689;0,0001482;0,00164;0,001185;-5,42101086242752E-20;0,0003328;0;0;0,00198628;0,00132344825;3,69140625E-06;0,00482142857142857;0,00867857142857143
"RHS450/250/12.5";"{9027ad5e-3430-415b-b797-9e49b7c73647}";250;450;12,5;18,75;1;0,0167;0,164207404998336;0,103732728884939;0,0004503;0,0001797;0,002001;0,001438;-4,87890977618477E-19;0,0004072;0;0;0,0024365345;0,00161961;4,6142578125E-06;0,00596428571428571;0,0107357142857143
"RHS450/250/16.0";"{41a04112-2676-4ff8-923a-345c39098846}";250;450;16;24;1;0,0211;0,162489523103748;0,102203217318888;0,000557100032;0,0002204;0,002476;0,001763;1,66696084019646E-18;0,0005055;0;0;0,00303657625;0,002011727;5,90625E-06;0,00753571428571429;0,0135642857142857
"RHS500/200/8.0";"{a58d83bb-9b84-405a-a497-cd9d30a80d3a}";200;500;8;12;1;0,0109;0,176744256229422;0,0863904089138;0,0003405;8,135E-05;0,001362;0,000814;1,0842021724855E-19;0,0002112;0;0;0,001696964;0,0008926455;2,33333333333333E-06;0,00311428571428571;0,00778571428571429
"RHS500/200/10.0";"{c5e0acae-808a-4570-9e4f-2d3a72b00240}";200;500;10;15;1;0,0135;0,175878746110306;0,0855959500599571;0,0004176;9,891E-05;0,00167;0,000989;-1,78893358460108E-18;0,0002587;0;0;0,002089487875;0,00109524025;2,91666666666667E-06;0,00385714285714286;0,00964285714285714
"RHS500/200/12.5";"{358bd330-ae99-44e2-9ae5-722603fb77bd}";200;500;12,5;18,75;1;0,0167;0,17468534586473;0,0845559022115097;0,0005096;0,0001194;0,002038;0,001194;6,91178884959509E-19;0,0003151;0;0;0,00256264075;0,001337253875;3,64583333333333E-06;0,00477142857142857;0,0119285714285714
"RHS500/200/16.0";"{dd8e535d-bb62-4d38-943e-98285ec36078}";200;500;16;24;1;0,0211;0,172849001302249;0,0830120187723652;0,0006304;0,0001454;0,002521;0,001454;2,41234983378025E-18;0,0003887;0;0;0,00319278875;0,00165551475;4,66666666666667E-06;0,00602857142857143;0,0150714285714286
"RHS500/300/10.0";"{5213bb25-0114-4b3c-9b24-f33d6257a23e}";300;500;10;15;1;0,0155;0,186236062479161;0,125569669647905;0,0005376;0,0002444;0,00215;0,001629;2,05998412772246E-18;0,0005245;0;0;0,002579488;0,001816656125;7,5E-06;0,0058125;0,0096875
"RHS500/300/12.5";"{09bb2675-08b2-42b4-8fd7-39bef7cc61d9}";300;500;12,5;18,75;1;0,0192;0,185137894554302;0,124540823293676;0,000658099968;0,0002978;0,002633;0,001985;-9,10729824887824E-18;0,000643900032;0;0;0,00317201575;0,00223009125;9,375E-06;0,0072;0,012
"RHS500/300/16.0";"{276e16ca-9065-499f-98b1-4955e82af658}";300;500;16;24;1;0,0243;0,183451140600582;0,123010923266181;0,0008178;0,0003677;0,003271;0,002451;5,42101086242752E-19;0,000803299968;0;0;0,00396718875;0,0027823395;1,2E-05;0,0091125;0,0151875
"RHS500/300/20.0";"{b0c5bc19-49a0-41bd-9705-9c96337a61e0}";300;500;20;30;1;0,03;0,181457065628943;0,121216060542048;0,0009878;0,0004408;0,003951;0,002939;2,71050543121376E-18;0,000974499968;0;0;0,004827586;0,003376259;1,5E-05;0,01125;0,01875
